@relation 'unknown-weka.filters.unsupervised.attribute.Remove-R3,5,10-12'

@attribute confidentiality {yes,no}
@attribute integrity {yes,no}
@attribute availability {yes,no}
@attribute ' identification & authentication' {yes,no}
@attribute accountability {yes,no}
@attribute privacy {yes,no}
@attribute documentID string
@attribute sentence string

@data
no,no,no,yes,yes,no,ehr_priv_sec,'contain ehri audit log audit log system po connect ehrus must user id user access'
yes,no,no,no,yes,no,ehr_priv_sec,'contain ehri audit log audit log system po connect ehrus must role exercising74 user be'
no,no,no,yes,no,no,ehr_priv_sec,'contain ehri audit log audit log system po connect ehrus must organization user access in at least case those information where individual access on behalf organization one than more'
no,no,no,no,yes,no,ehr_priv_sec,'contain ehri audit log audit log system po connect ehrus must patient id datum subject patient person'
yes,no,no,no,yes,no,ehr_priv_sec,'contain ehri audit log audit log system po connect ehrus must function perform user access'
no,no,no,no,yes,no,ehr_priv_sec,'contain ehri audit log audit log system po connect ehrus must time stamp'
yes,no,no,no,yes,no,ehr_priv_sec,'contain ehri audit log audit log system po connect ehrus must in case access override record block mask portion record reason override choose as user make access and'
no,no,no,yes,yes,no,ehr_priv_sec,'make ehri audit log audit log system po connect ehrus contain must case change consent to directive substitute decision-maker identity decision-maker'
no,no,no,no,no,no,ehr_priv_sec,'rationale follow requirement this privacy requirement 10 privacy requirement 15 privacy requirement 19 common practice information security'
no,no,no,no,no,no,ehr_priv_sec,'security requirement 44 retaining audit logs'
no,yes,yes,no,yes,no,ehr_priv_sec,'retain75 organization all host component ehrus connect ehrus must audit log audit for entire retention period record enable to carry investigation to be necessary out when provide to evidence necessary where'
no,no,no,no,no,no,ehr_priv_sec,'rationale follow requirement this privacy requirement 19 privacy requirement 20 privacy requirement 21'
no,yes,no,no,yes,yes,ehr_priv_sec,'note alberta s health that require information legislation custodian disclose that phi make to note name person disclose whom custodian information date purpose disclosure description information disclose'
no,no,yes,no,no,no,ehr_priv_sec,'retain information must be period year 10 date disclosure'
no,yes,no,no,yes,no,ehr_priv_sec,'retain audit log must be form allow that analysis log contents'
no,no,no,no,no,no,ehr_priv_sec,'see security requirement 46 security requirement 47 security requirement 48 security requirement 49'
no,no,no,no,no,no,ehr_priv_sec,'5.8.10.2 monitor system use'
no,no,yes,no,yes,no,ehr_priv_sec,'operational security requirement 45 log continuously ehrus ehrus audit log must be time all'
no,no,yes,no,yes,no,ehr_priv_sec,'rationale minimum requirement this be ensure not log can turn be off be while system operation'
no,no,no,no,no,no,ehr_priv_sec,'detect security requirement 46 pattern misuse'
no,no,no,no,yes,no,ehr_priv_sec,'provide ehrus must automated analysis tool assist to system auditor detection prevention system misuse e.g. datum harvesting'
no,no,no,no,yes,no,ehr_priv_sec,'rationale mandate requirement this look that tool automate actively anomalous pattern access'
no,no,no,no,yes,no,ehr_priv_sec,'such active intrusion detection essential feature be robust security system'
no,no,yes,no,yes,no,ehr_priv_sec,'need audit log itself analysis tool not available be continuously'
no,no,yes,no,yes,no,ehr_priv_sec,'suffice it available that such tool be need when'
no,no,no,no,no,no,ehr_priv_sec,'determine need will be system design threat appropriate analysis risk'
no,no,no,no,no,no,ehr_priv_sec,'security requirement reporting 47 ehr access every patient person'
yes,no,no,yes,yes,no,ehr_priv_sec,'capable ehrus must be identify user all access who have modify patient s give record person s period give time'
no,no,no,no,yes,no,ehr_priv_sec,'rationale intend requirement this be facilitate to discovery inappropriate access assist disciplinary subsequent legal action'
no,no,no,no,no,no,ehr_priv_sec,'specify note unique identifier that user be security requirement 55'
no,no,no,no,no,no,ehr_priv_sec,'reporting security requirement 48 access every by user'
yes,no,no,yes,yes,no,ehr_priv_sec,'capable ehrus must be identify patient all person access record whose have be modify user give period give time'
no,no,no,no,yes,no,ehr_priv_sec,'rationale facilitate requirement this greatly determination use suspicious wrongful access privilege'
no,no,no,no,no,no,ehr_priv_sec,'specify unique identifier user be security requirement 55'
no,no,no,no,no,no,ehr_priv_sec,'analyze security requirement 49 logs ehrus audit patient person at risk elevated'
yes,no,no,no,yes,no,ehr_priv_sec,'provide ehrus must function analyze log trail audit allow to identification user all access who have modify such record s period give time'
yes,no,no,no,yes,no,ehr_priv_sec,'rationale facilitate requirement this greatly determination use suspicious wrongful access privilege regard patient profile who be high especially confidentiality whose be otherwise risk'
yes,no,no,no,no,no,ehr_priv_sec,'be note as discussion privacy requirement 22a record patient certain person e.g. celebrity politician newsmaker may elevated risk access those have who do not need-to-know'
no,no,no,no,yes,yes,ehr_priv_sec,'therefore it may prudent be place to audit control additional record these protect to patient privacy'
no,no,no,no,yes,yes,ehr_priv_sec,'recognize ehrus should practical reality this facilitate audit rapid regular access record these involve perhaps notification privacy officer access each'
yes,no,no,no,no,no,ehr_priv_sec,'not requirement this should construe be mean confidential that information record such patient person be somehow more those ordinary citizen valuable that record these information asset be more those be that not elevated risk inappropriate access'
no,no,no,no,yes,no,ehr_priv_sec,'ensure rather requirement exist that capability identify to rapidly prurient interest user lack who legitimate need-to-know'
no,no,no,no,no,no,ehr_priv_sec,'see privacy requirement 22a requirement provide to facility denote to be which patient person elevated risk'
no,no,no,no,no,no,ehr_priv_sec,'protection 5.8.10.3 log information'
no,no,no,no,no,no,ehr_priv_sec,'security requirement securing access 50 ehri audit logs'
yes,yes,no,no,no,no,ehr_priv_sec,'secure ehrus must access audit record safeguard must access system audit tool trail audit prevent to misuse compromise'
yes,yes,no,no,no,no,ehr_priv_sec,'requirement requirement rationale minimum requirement this be maintain system integrity contain confidentiality information audit log'
yes,no,no,no,no,no,ehr_priv_sec,'critical confidentiality be infer since party third obtain access log such might phi audit log entry e.g. infer log entry indicate update patient record user cancer care center it could be have that patient cancer'
no,no,no,no,no,no,ehr_priv_sec,'make security requirement 51 tamper-proof ehrus audit logs'
yes,yes,no,no,no,no,ehr_priv_sec,'provide ehrus must security measure appropriate protect to audit log tamper'
no,no,no,no,no,no,ehr_priv_sec,'rationale minimum requirement this be maintain system integrity'
no,no,no,no,no,no,ehr_priv_sec,'review 5.8.10.4 system logs audit trails'
no,no,no,no,no,no,ehr_priv_sec,'regularly security requirement 52 review logs ehrus audit'
no,no,no,no,yes,no,ehr_priv_sec,'subject organization all host component ehrus must system log audit log detailed review basis regular ongoing'
no,no,no,no,yes,no,ehr_priv_sec,'admin requirement rationale trail audit be utility questionable review if not ought periodic review so minimum requirement to be'
no,no,no,no,yes,no,ehr_priv_sec,'note analysis tool that facilitate that mandate audit trail review be security requirement 46 security requirement 47 security requirement 48 security requirement 49'
no,yes,no,no,yes,no,ehr_priv_sec,'do review audit log should be responsible individual one more assign as task security requirement 3'
no,no,no,no,yes,no,ehr_priv_sec,'aid audit log review can be greatly software intrusion detection system look that unusual pattern use facilitate exception reporting'
no,yes,no,no,yes,no,ehr_priv_sec,'trail note manitoba s health that require information legislation trustee review to regularly audit detect to security breach any'
no,no,no,no,no,no,ehr_priv_sec,'access control'
no,no,no,no,no,no,ehr_priv_sec,'be objective section this iso iec 17799 to'
yes,no,no,no,no,no,ehr_priv_sec,'control access 1 information'
